Book,hadithId,Matn,Sanad
صحيح البخاري,764,   كان يكبر في كل صلاة من المكتوبة وغيرها في رمضان وغيره  فيكبر حين يقوم  ثم يكبر حين يركع  ثم يقول : سمع ه لمن حمده  ثم يقول : ربنا ولك الحمد قبل أن يسجد  ثم يقول : ه أكبر حين يهوي ساجدا  ثم يكبر حين يرفع رأسه من السجود  ثم يكبر حين يسجد  ثم يكبر حين يرفع رأسه من السجود  ثم يكبر حين يقوم من الجلوس في الاثنتين  ويفعل ذلك في كل ركعة حتى يفرغ من الصلاة  ثم يقول حين ينصرف : والذي نفسي بيده إني لأقربكم شبها بصلاة رسول ه  إن كانت هذه لصلاته حتى فارق الدنيا   .,"['أبو اليمان', 'شعيب', 'الزهري', 'أبو بكر بن عبد الرحمن بن الحارث بن هشام', 'وأبو سلمة بن عبد الرحمن', 'أبا هريرة']"
صحيح البخاري,765,  رضي ه  : وكان رسول ه  حين يرفع رأسه  يقول :  سمع ه لمن حمده ربنا ولك الحمد  يدعو لرجال فيسميهم بأسمائهم  فيقول : هم أنج الوليد بن الوليد  وسلمة بن هشام  وعياش بن أبي ربيعة  والمستضعفين من المؤمنين  هم اشدد وطأتك على مضر واجعلها هم سنين كسني يوسف وأهل المشرق يومئذ من مضر مخالفون له   .,['أبو هريرة']
صحيح البخاري,766,   يقول : سقط رسول ه  عن فرس  وربما  سفيان : من فرس فجحش شقه الأيمن  فدخلنا ه نعوده فحضرت الصلاة ف بنا قاعدا وقعدنا  و سفيان : مرة صلينا قعودا فلما قضى الصلاة   :  إنما جعل الإمام ليؤتم به  فإذا كبر فكبروا  وإذا ركع فاركعوا  وإذا رفع فارفعوا  وإذا  : سمع ه لمن حمده فقولوا : ربنا ولك الحمد  وإذا سجد فاسجدوا     سفيان : كذا جاء به معمر  قلت : نعم   : لقد حفظ كذا   الزهري  : ولك الحمد حفظت من شقه الأيمن  فلما خرجنا من عند الزهري   ابن جريج  : وأنا عنده فجحش ساقه الأيمن .,"['الزهري', ' بن عبد ه', 'ابن جريج', 'سفيان', 'الزهري', 'أنس بن مالك']"
صحيح البخاري,767,  أخبرهما  أن الناس وا :  يا رسول ه  هل نرى ربنا يوم القيامة   : هل تمارون في القمر ليلة البدر ليس دونه سحاب  وا : لا يا رسول ه   : فهل تمارون في الشمس ليس دونها سحاب  وا : لا   : فإنكم ترونه كذلك يحشر الناس يوم القيامة  فيقول : من كان يعبد شيئا فليتبع فمنهم من يتبع الشمس ومنهم من يتبع القمر ومنهم من يتبع الطواغيت  وتبقى هذه الأمة فيها منافقوها فيأتيهم ه فيقول أنا ربكم فيقولون هذا مكاننا حتى يأتينا ربنا فإذا جاء ربنا عرفناه  فيأتيهم ه فيقول أنا ربكم فيقولون أنت ربنا فيدعوهم فيضرب الصراط بين ظهراني جهنم فأكون أول من يجوز من الرسل بأمته  ولا يتكلم يومئذ أحد إلا الرسل وكلام الرسل يومئذ هم سلم سلم وفي جهنم كلاليب مثل شوك السعدان  هل رأيتم شوك السعدان   وا : نعم   : فإنها مثل شوك السعدان  غير أنه لا يعلم قدر عظمها إلا ه تخطف الناس بأعمالهم فمنهم من يوبق بعمله ومنهم من يخردل ثم ينجو حتى إذا أراد ه رحمة من أراد من أهل النار  أمر ه الملائكة أن يخرجوا من كان يعبد ه فيخرجونهم ويعرفونهم بآثار السجود  وحرم ه على النار أن تأكل أثر السجود فيخرجون من النار فكل ابن آدم تأكله النار إلا أثر السجود فيخرجون من النار قد امتحشوا فيصب هم ماء الحياة فينبتون كما تنبت الحبة في حميل السيل  ثم يفرغ ه من القضاء بين العباد ويبقى رجل بين الجنة والنار وهو آخر أهل النار دخولا الجنة مقبل بوجهه قبل النار  فيقول : يا رب اصرف وجهي عن النار قد قشبني ريحها وأحرقني ذكاؤها  فيقول : هل عسيت إن فعل ذلك بك أن تسأل غير ذلك   فيقول : لا  وعزتك فيعطي ه ما يشاء من عهد وميثاق فيصرف ه وجهه عن النار  فإذا أقبل به على الجنة رأى بهجتها سكت ما شاء ه أن يسكت  ثم  : يا رب قدمني عند باب الجنة  فيقول ه له : أليس قد أعطيت العهود والميثاق أن لا تسأل غير الذي كنت سألت  فيقول : يا رب لا أكون أشقى خلقك  فيقول : فما عسيت إن أعطيت ذلك أن لا تسأل غيره  فيقول : لا  وعزتك لا أسأل غير ذلك فيعطي ربه ما شاء من عهد وميثاق فيقدمه إلى باب الجنة  فإذا بلغ بابها فرأى زهرتها وما فيها من النضرة والسرور فيسكت ما شاء ه أن يسكت  فيقول : يا رب أدخلني الجنة  فيقول ه : ويحك يا ابن آدم ما أغدرك أليس قد أعطيت العهود والميثاق أن لا تسأل غير الذي أعطيت  فيقول : يا رب لا تجعلني أشقى خلقك فيضحك ه  منه ثم يأذن له في دخول الجنة  فيقول : تمن  فيتمنى حتى إذا انقطع أمنيته   ه  : من كذا وكذا أقبل يذكره ربه حتى إذا انتهت به الأماني   ه تعالى : لك ذلك ومثله معه   أبو سعيد الخدري : لأبي هريرة   إن رسول ه   :  ه لك ذلك وعشرة أمثاله   أبو هريرة : لم أحفظ من رسول ه  إلا قوله لك ذلك ومثله معه     أبو سعيد  : إني سمعته يقول ذلك لك وعشرة أمثاله .,"['أبو سعيد', 'أبو اليمان', 'شعيب', 'الزهري', 'سعيد بن المسيب', 'وعطاء بن يزيد يثي', 'أبا هريرة']"
صحيح البخاري,768,    أن النبي  كان إذا  فرج بين يديه حتى يبدو بياض إبطيه    و يث  : حدثني جعفر بن ربيعة  نحوه .,"['يحيى بن بكير', 'يث', 'جعفر بن ربيعة', 'بكر بن مضر', 'جعفر', 'ابن هرمز', 'عبد ه بن مالك ابن بحينة']"
صحيح البخاري,769,   رأى رجلا لا يتم ركوعه ولا سجوده فلما قضى صلاته   له حذيفة : ما صليت   : وأحسبه   : ولو مت مت على غير سنة محمد    .,"['الصلت بن محمد', 'مهدي', 'واصل', 'أبي وائل', 'حذيفة']"
صحيح البخاري,770,    أمر النبي  أن يسجد على سبعة أعضاء  ولا يكف شعرا ولا ثوبا الجبهة واليدين والركبتين والرجلين   .,"['قبيصة', 'سفيان', 'عمرو بن دينار', 'طاوس', 'ابن عباس']"
صحيح البخاري,771,    عن النبي    :  أمرنا أن نسجد على سبعة أعظم ولا نكف ثوبا ولا شعرا   .,"['مسلم بن إبراهيم', 'شعبة', 'عمرو', 'طاوس', 'ابن عباس']"
صحيح البخاري,772,  وهو غير كذوب   : كنا نصلي خلف النبي   فإذا  :  سمع ه لمن حمده  لم يحن أحد منا ظهره حتى يضع النبي  جبهته على الأرض   .,"['آدم', 'إسرائيل', 'أبي إسحاق', 'عبد ه بن يزيد الخطمي', 'البراء بن عازب']"
صحيح البخاري,773,     :  النبي  :  أمرت أن أسجد على سبعة أعظم على الجبهة  وأشار بيده على أنفه واليدين والركبتين وأطراف القدمين ولا نكفت الثياب والشعر   .,"['معلى بن أسد', 'وهيب', 'عبد ه بن طاوس', 'أبيه', 'ابن عباس']"
صحيح البخاري,774,   فقلت : ألا تخرج بنا إلى النخل نتحدث  فخرج  ف : قلت : حدثني ما سمعت من النبي  في ليلة القدر   :  اعتكف رسول ه  عشر الأول من رمضان واعتكفنا معه  فأتاه جبريل  ف : إن الذي تطلب أمامك فاعتكف العشر الأوسط فاعتكفنا معه  فأتاه جبريل  ف : إن الذي تطلب أمامك  فقام النبي  خطيبا صبيحة عشرين من رمضان  ف : من كان اعتكف مع النبي  فليرجع فإني أريت ليلة القدر وإني نسيتها وإنها في العشر الأواخر في وتر  وإني رأيت كأني أسجد في طين وماء وكان سقف المسجد جريد النخل وما نرى في السماء شيئا  فجاءت قزعة فأمطرنا ف بنا النبي  حتى رأيت أثر الطين والماء على جبهة رسول ه   وأرنبته تصديق رؤياه   .,"['موسى', 'همام', 'يحيى', 'أبي سلمة', 'أبي سعيد الخدري']"
صحيح البخاري,775,    :  كان الناس يصلون مع النبي  وهم عاقدوا أزرهم من الصغر على رقابهم  فقيل للنساء : لا ترفعن رءوسكن حتى يستوي الرجال جلوسا   .,"['محمد بن كثير', 'سفيان', 'أبي حازم', 'سهل بن سعد']"
صحيح البخاري,776,    :  أمر النبي  أن يسجد على سبعة أعظم ولا يكف ثوبه ولا شعره   .,"['أبو النعمان', 'حماد وهو ابن زيد', 'عمرو بن دينار', 'طاوس', 'ابن عباس']"
صحيح البخاري,777,    عن النبي    :  أمرت أن أسجد على سبعة لا أكف شعرا ولا ثوبا   .,"['موسى بن إسماعيل', 'أبو عوانة', 'عمرو', 'طاوس', 'ابن عباس']"
صحيح البخاري,778,  رضي ه ا  أنها ت :  كان النبي  يكثر أن يقول في ركوعه وسجوده سبحانك هم ربنا وبحمدك هم اغفر لي يتأول القرآن   .,"['مسدد', 'يحيى', 'سفيان', 'منصور', 'مسلم', 'مسروق', 'عائشة']"
صحيح البخاري,779,   لأصحابه : ألا أنبئكم صلاة رسول ه    :  وذاك في غير حين صلاة  فقام ثم ركع فكبر  ثم رفع رأسه فقام هنية  ثم سجد  ثم رفع رأسه هنية ف صلاة عمرو بن سلمة شيخنا هذا   أيوب : كان يفعل شيئا لم أرهم يفعلونه  كان يقعد في الثالثة والرابعة   : فأتينا النبي  فأقمنا عنده  ف : لو رجعتم إلى أهليكم صلوا صلاة كذا  في حين كذا صلوا صلاة كذا  في حين كذا فإذا حضرت الصلاة فليؤذن أحدكم وليؤمكم أكبركم   .,"['أبو النعمان', 'حماد بن زيد', 'أيوب', 'أبي قلابة', 'مالك بن الحويرث']"
صحيح البخاري,780,    :  كان سجود النبي  وركوعه وقعوده بين السجدتين قريبا من السواء   .,"['محمد بن عبد الرحيم', 'أبو أحمد محمد بن عبد ه الزبيري', 'مسعر', 'الحكم', 'عبد الرحمن بن أبي ليلى', 'البراء']"
صحيح البخاري,781,  رضي ه    : إني لا آلو أن أصلي بكم كما رأيت النبي  يصلي بنا   ثابت :  كان أنس يصنع شيئا لم أركم تصنعونه  كان إذا رفع رأسه من الركوع قام حتى يقول القائل قد نسي  وبين السجدتين حتى يقول القائل قد نسي   .,"['سليمان بن حرب', 'حماد بن زيد', 'ثابت', 'أنس']"
صحيح البخاري,782,   عن النبي    :  اعتدلوا في السجود  ولا يبسط أحدكم ذراعيه انبساط الكلب   .,"['محمد بن بشار', 'محمد بن جعفر', 'شعبة', 'قتادة', 'أنس']"
صحيح البخاري,783,    أنه رأى النبي  يصلي فإذا كان في وتر من صلاته لم ينهض حتى يستوي قاعدا   .,"['محمد بن الصباح', 'هشيم', 'خالد الحذاء', 'أبي قلابة', 'مالك بن الحويرث يثي']"
صحيح البخاري,784,  ف بنا في مسجدنا هذا  ف : إني لأصلي بكم وما أريد الصلاة  ولكن أريد أن أريكم كيف رأيت النبي  يصلي   أيوب : فقلت لأبي قلابة : وكيف كانت صلاته   : مثل صلاة شيخنا هذا يعني عمرو بن سلمة   أيوب : وكان ذلك الشيخ يتم التكبير  وإذا رفع رأسه عن السجدة الثانية جلس واعتمد على الأرض ثم قام   .,"['معلى بن أسد', 'وهيب', 'أيوب', 'أبي قلابة', 'مالك بن الحويرث']"
صحيح البخاري,785,    :   لنا أبو سعيد فجهر بالتكبير حين رفع رأسه من السجود وحين سجد وحين رفع وحين قام من الركعتين    و : هكذا رأيت النبي  .,"['يحيى بن صالح', 'فليح بن سليمان', 'سعيد بن الحارث']"
صحيح البخاري,786,  صلاة خلف  بن أبي طالب رضي ه    فكان إذا سجد كبر  وإذا رفع كبر  وإذا نهض من الركعتين كبر    فلما سلم أخذ عمران بيدي  ف : لقد  بنا هذا صلاة محمد   أو  : لقد ذكرني هذا صلاة محمد  .,"['سليمان بن حرب', 'حماد بن زيد', 'غيلان بن جرير', 'مطرف', 'وعمران']"
صحيح البخاري,787,   يتربع في الصلاة إذا جلس ففعلته  وأنا يومئذ حديث السن فنهاني عبد ه بن عمر و :  إنما سنة الصلاة أن تنصب رجلك اليمنى وتثني اليسرى  فقلت : إنك تفعل ذلك  ف : إن رجلي لا تحملاني   .,"['عبد ه بن مسلمة', 'مالك', 'عبد الرحمن بن القاسم', 'عبد ه بن عبد ه', 'عبد ه بن عمر']"
صحيح البخاري,788,  : أنا كنت أحفظكم لصلاة رسول ه  رأيته إذا كبر جعل يديه حذاء منكبيه  وإذا ركع أمكن يديه من ركبتيه ثم هصر ظهره  فإذا رفع رأسه استوى حتى يعود كل فقار مكانه  فإذا سجد وضع يديه غير مفترش ولا قابضهما واستقبل بأطراف أصابع رجليه القبلة  فإذا جلس في الركعتين جلس على رجله اليسرى ونصب اليمنى  وإذا جلس في الركعة الآخرة قدم رجله اليسرى ونصب الأخرى وقعد على مقعدته    وسمع يث يزيد بن أبي حبيب  ويزيد من محمد بن حلحلة  وابن حلحلة من ابن عطاء   أبو صالح  : عن يث  كل فقار  و ابن المبارك  : عن يحيى بن أيوب    : حدثني يزيد بن أبي حبيب   أن محمد بن عمرو  حدثه كل فقار .,"['يحيى بن بكير', 'أبو صالح', 'يث', 'يث', 'ابن المبارك', 'خالد', 'يحيى بن أيوب', 'سعيد', 'يزيد بن أبي حبيب', 'محمد بن عمرو بن حلحلة', 'محمد بن عمرو بن عطاء', 'محمد بن عمرو', 'يث', 'يزيد بن أبي حبيب', 'ويزيد بن محمد', 'محمد بن عمرو بن حلحلة', 'محمد بن عمرو بن عطاء', 'أبو حميد الساعدي']"
صحيح البخاري,789,  وهو من أزد شنوءة وهو حليف لبني عبد مناف  وكان من أصحاب النبي    أن النبي   بهم الظهر فقام في الركعتين الأوليين لم يجلس فقام الناس معه حتى إذا قضى الصلاة وانتظر الناس تسليمه كبر وهو جالس  فسجد سجدتين قبل أن يسلم ثم سلم   .,"['أبو اليمان', 'شعيب', 'الزهري', 'عبد الرحمن بن هرمز', 'عبد ه ابن بحينة']"
صحيح البخاري,790,    :   بنا رسول ه  الظهر فقام وه جلوس  فلما كان في آخر صلاته سجد سجدتين وهو جالس   .,"['قتيبة بن سعيد', 'بكر', 'جعفر بن ربيعة', 'الأعرج', 'عبد ه بن مالك ابن بحينة']"
صحيح البخاري,791,  : كنا إذا صلينا خلف النبي   قلنا السلام على جبريل  وميكائيل  السلام على فلان وفلان  فالتفت إلينا رسول ه  ف :  إن ه هو السلام  فإذا  أحدكم فليقل التحيات لله والصلوات والطيبات  السلام ك أيها النبي ورحمة ه وبركاته  السلام نا وعلى عباد ه الصالحين  فإنكم إذا قلتموها أصابت كل عبد لله صالح في السماء والأرض أشهد أن لا إله إلا ه وأشهد أن محمدا    .,"['أبو نعيم', 'الأعمش', 'شقيق بن سلمة', 'عبد ه']"
صحيح البخاري,792, رضي ه ا ت : سمعت رسول ه  يستعيذ في صلاته من فتنة الدجال .,"['أبو اليمان', 'شعيب', 'الزهري', 'عروة بن الزبير', 'عائشة']"
صحيح البخاري,793, رضي ه   أنه  لرسول ه  : علمني دعاء أدعو به في صلاتي   :  قل  هم إني ظلمت نفسي ظلما كثيرا ولا يغفر الذنوب إلا أنت  فاغفر لي مغفرة من عندك  وارحمني إنك أنت الغفور الرحيم   .,"['قتيبة بن سعيد', 'يث', 'يزيد بن أبي حبيب', 'أبي الخير', 'عبد ه بن عمرو', 'أبي بكر الصديق']"
صحيح البخاري,794,    : كنا إذا كنا مع النبي  في الصلاة قلنا : السلام على ه من عباده  السلام على فلان وفلان  ف النبي  :  لا تقولوا السلام على ه  فإن ه هو السلام  ولكن قولوا التحيات لله والصلوات والطيبات  السلام ك أيها النبي ورحمة ه وبركاته  السلام نا وعلى عباد ه الصالحين  فإنكم إذا قلتم أصاب كل عبد في السماء أو بين السماء والأرض  أشهد أن لا إله إلا ه وأشهد أن محمدا   ثم يتخير من الدعاء أعجبه إليه فيدعو   .,"['مسدد', 'يحيى', 'الأعمش', 'شقيق', 'عبد ه']"
صحيح البخاري,795,   ف :  رأيت رسول ه  يسجد في الماء والطين حتى رأيت أثر الطين في جبهته   .,"['مسلم بن إبراهيم', 'هشام', 'يحيى', 'أبي سلمة', 'أبا سعيد الخدري']"
صحيح البخاري,796,  رضي ه ا ت :  كان رسول ه  إذا سلم قام النساء حين يقضي تسليمه  ومكث يسيرا قبل أن يقوم     ابن شهاب : فأرى وه أعلم أن مكثه لكي ينفذ النساء قبل أن يدركهن من انصرف من القوم .,"['موسى بن إسماعيل', 'إبراهيم بن سعد', 'الزهري', 'هند بنت الحارث', 'أم سلمة']"
صحيح البخاري,797,    :  صلينا مع النبي  فسلمنا حين سلم   .,"['حبان بن موسى', 'عبد ه', 'معمر', 'الزهري', 'محمود بن الربيع', 'عتبان بن مالك']"
صحيح البخاري,798,   ثم أحد بني سالم   : كنت أصلي لقومي بني سالم  فأتيت النبي   فقلت :  إني أنكرت بصري وإن السيول تحول بيني وبين مسجد قومي  فلوددت أنك جئت فصليت في بيتي مكانا حتى أتخذه مسجدا  ف : أفعل إن شاء ه  فغدا  رسول ه  وأبو بكر معه بعد ما اشتد النهار  فاستأذن النبي   فأذنت له فلم يجلس حتى   : أين تحب أن أصلي من بيتك  فأشار إليه من المكان الذي أحب أن يصلي فيه  فقام فصففنا خلفه  ثم سلم وسلمنا حين سلم   .,"['عبدان', 'عبد ه', 'معمر', 'الزهري', 'محمود بن الربيع', 'عتبان بن مالك الأنصاري']"
صحيح البخاري,799,   أخبره   أن رفع الصوت بالذكر حين ينصرف الناس من المكتوبة كان على عهد النبي     و ابن عباس : كنت أعلم إذا انصرفوا بذلك إذا سمعته .,"['إسحاق بن نصر', 'عبد الرزاق', 'ابن جريج', 'عمرو', 'أبا معبد', 'ابن عباس']"
صحيح البخاري,800,     :  كنت أعرف انقضاء صلاة النبي  بالتكبير   .,"[' بن عبد ه', 'سفيان', 'عمرو', 'أبو معبد', 'ابن عباس']"
صحيح البخاري,801,  رضي ه    : جاء الفقراء إلى النبي   فوا : ذهب أهل الدثور من الأموال بالدرجات العلا والنعيم المقيم  يصلون كما نصلي ويصومون كما نصوم  ولهم فضل من أموال يحجون بها ويعتمرون ويجاهدون ويتصدقون   :  ألا أحدثكم بأمر إن أخذتم به أدركتم من سبقكم ولم يدرككم أحد بعدكم وكنتم خير من أنتم بين ظهرانيه  إلا من عمل مثله تسبحون وتحمدون وتكبرون خلف كل صلاة ثلاثا وثلاثين  فاختلفنا بيننا  ف : بعضنا نسبح ثلاثا وثلاثين ونحمد ثلاثا وثلاثين ونكبر أربعا وثلاثين  فرجعت إليه  ف : تقول سبحان ه والحمد لله وه أكبر حتى يكون منهن كلهن ثلاثا وثلاثين   .,"['محمد بن أبي بكر', 'معتمر', 'عبيد ه', 'سمي', 'أبي صالح', 'أبي هريرة']"
صحيح البخاري,802,    : أملى  المغيرة بن شعبة في كتاب إلى معاوية   أن النبي  كان يقول في دبر كل صلاة مكتوبة  لا إله إلا ه وحده لا شريك له له الملك وله الحمد وهو على كل شيء قدير  هم لا مانع لما أعطيت ولا معطي لما منعت  ولا ينفع ذا الجد منك الجد    و شعبة  : عن عبد الملك  بهذا  وعن الحكم   عن القاسم بن مخيمرة   عن وراد  بهذا  و الحسن : الجد غنى .,"['محمد بن يوسف', 'شعبة', 'عبد الملك', 'سفيان', 'عبد الملك بن عمير', 'الحكم', 'وراد', 'القاسم بن مخيمرة', 'وراد', 'المغيرة بن شعبة']"
صحيح البخاري,803,    :  كان النبي  إذا  صلاة أقبل نا بوجهه   .,"['موسى بن إسماعيل', 'جرير بن حازم', 'أبو رجاء', 'سمرة بن جندب']"
صحيح البخاري,804,   أنه  :  لنا رسول ه  صلاة الصبح بالحديبية على إثر سماء كانت من يلة  فلما انصرف أقبل على الناس ف :  هل تدرون ماذا  ربكم  وا : ه ورسوله أعلم   : أصبح من عبادي مؤمن بي وكافر  فأما من  مطرنا بفضل ه ورحمته فذلك مؤمن بي وكافر بالكوكب  وأما من  بنوء كذا وكذا فذلك كافر بي ومؤمن بالكوكب   .,"['عبد ه بن مسلمة', 'مالك', 'صالح بن كيسان', 'عبيد ه بن عبد ه بن عتبة بن مسعود', 'زيد بن خالد الجهني']"
صحيح البخاري,805,    : أخر رسول ه  الصلاة ذات ليلة إلى شطر يل  ثم خرج نا فلما  أقبل نا بوجهه  ف :  إن الناس قد صلوا ورقدوا  وإنكم لن تزالوا في صلاة ما انتظرتم الصلاة   .,"['عبد ه بن منير', 'يزيد', 'حميد', 'أنس']"
صحيح البخاري,806,  من قريش حدثته  عن النبي  .,"['أبو الوليد', 'ابن شهاب', 'ابن أبي مريم', 'إبراهيم بن سعد', 'نافع بن يزيد', 'الزهري', 'هند بنت الحارث', 'جعفر بن ربيعة', 'أم سلمة', 'ابن شهاب', 'هند بنت الحارث الفراسية', 'أم سلمة', 'ابن وهب', 'يونس', 'ابن شهاب', 'هند الفراسية', 'عثمان بن عمر', 'يونس', 'الزهري', 'هند الفراسية', 'الزبيدي', 'الزهري', 'هند بنت الحارث القرشية', 'شعيب', 'الزهري', 'هند القرشية', 'ابن أبي عتيق', 'الزهري', 'هند الفراسية', 'يث', 'يحيى بن سعيد', 'ابن شهاب', 'امرأة']"
صحيح البخاري,807,    : صليت وراء النبي  بالمدينة العصر  فسلم ثم قام مسرعا فتخطى رقاب الناس إلى بعض حجر نسائه  ففزع الناس من سرعته فخرج هم فرأى أنهم عجبوا من سرعته  ف :  ذكرت شيئا من تبر عندنا فكرهت أن يحبسني فأمرت بقسمته   .,"['محمد بن عبيد', 'عيسى بن يونس', 'عمر بن سعيد', 'ابن أبي مليكة', 'عقبة']"
صحيح البخاري,808,  :  لا يجعل أحدكم للشيطان شيئا من صلاته يرى أن حقا ه أن لا ينصرف إلا عن يمينه  لقد رأيت النبي  كثيرا ينصرف عن يساره   .,"['أبو الوليد', 'شعبة', 'سليمان', 'عمارة بن عمير', 'الأسود', 'عبد ه']"
صحيح البخاري,809,    أن النبي   في غزوة خيبر :  من أكل من هذه الشجرة يعني الثوم فلا يقربن مسجدنا   .,"['مسدد', 'يحيى', 'عبيد ه', 'نافع', 'ابن عمر']"
صحيح البخاري,810,    :  النبي  :  من أكل من هذه الشجرة يريد الثوم فلا يغشانا في مساجدنا    قلت : ما يعني به   : ما أراه يعني إلا نيئه  و مخلد بن يزيد   عن ابن جريج  إلا نتنه .,"['مخلد بن يزيد', 'عبد ه بن محمد', 'ابن جريج', 'أبو عاصم', 'ابن جريج', 'عطاء', 'جابر بن عبد ه']"
صحيح البخاري,811,"   زعم أن النبي    :  من أكل ثوما أو بصلا فليعتزلنا أو  فليعتزل مسجدنا وليقعد في بيته  وأن النبي  أتي بقدر فيه خضرات من بقول فوجد لها ريحا  فسأل فأخبر بما فيها من البقول  ف : قربوها إلى بعض أصحابه كان معه  فلما رآه كره أكلها   : كل فإني أناجي من لا تناجي    و احمد بن صالح بعد حديث يونس , عن ابن شهاب وهو يثبت قول يونس .","['سعيد بن عفير', 'ابن وهب', 'يونس', 'ابن شهاب', 'عطاء', 'جابر بن عبد ه']"
صحيح البخاري,812,   ما سمعت نبي ه  يقول في الثوم  ف   النبي  :  من أكل من هذه الشجرة فلا يقربنا أو لا يصلين معنا   .,"['أبو معمر', 'عبد الوارث', 'عبد العزيز', 'أنس']"
صحيح البخاري,813,    :  أخبرني من مر مع النبي  على قبر منبوذ  فأمهم وصفوا ه    فقلت : يا أبا عمرو  من حدثك  ف : ابن عباس  .,"['بن المثنى', 'ابن عباس', 'غندر', 'شعبة', 'سليمان الشيباني', 'الشعبي']"
صحيح البخاري,814,   عن النبي    :  الغسل يوم الجمعة واجب على كل محتلم   .,"[' بن عبد ه', 'سفيان', 'صفوان بن سليم', 'عطاء بن يسار', 'أبي سعيد الخدري']"
صحيح البخاري,815,     :  بت عند خالتي ميمونة ليلة فقام النبي   فلما كان في بعض يل قام رسول ه  فتوضأ من شن معلق وضوءا خفيفا يخففه عمرو ويقلله جدا ثم قام يصلي  فقمت فتوضأت نحوا مما توضأ  ثم جئت فقمت عن يساره فحولني فجعلني عن يمينه  ثم  ما شاء ه  ثم اضطجع فنام حتى نفخ  فأتاه المنادي يأذنه بالصلاة فقام معه إلى الصلاة ف ولم يتوضأ  قلنا لعمرو : إن ناسا يقولون : إن النبي  تنام عينه ولا ينام قلبه   عمرو  سمعت عبيد بن عمير يقول : إن رؤيا الأنبياء وحي  ثم قرأ إني أرى في المنام أني أذبحك   .,"[' بن عبد ه', 'سفيان', 'عمرو', 'كريب', 'ابن عباس']"
صحيح البخاري,816,   أن جدته مليكة دعت رسول ه  لطعام صنعته  فأكل منه  ف :  قوموا فلأصلي بكم  فقمت إلى حصير لنا قد اسود من طول ما لبث  فنضحته بماء فقام رسول ه  واليتيم معي والعجوز من ورائنا ف بنا ركعتين   .,"['إسماعيل', 'مالك', 'إسحاق بن عبد ه بن أبي طلحة', 'أنس بن مالك']"
صحيح البخاري,817,    أنه  :  أقبلت راكبا على حمار أتان وأنا يومئذ قد ناهزت الاحتلام  ورسول ه  يصلي بالناس بمنى إلى غير جدار  فمررت بين يدي بعض الصف فنزلت وأرسلت الأتان ترتع  ودخلت في الصف فلم ينكر ذلك  أحد   .,"['عبد ه بن مسلمة', 'مالك', 'ابن شهاب', 'عبيد ه بن عبد ه بن عتبة', 'ابن عباس']"
صحيح البخاري,818,  رضي ه ا  ت : أعتم رسول ه  في العشاء حتى ناداه عمر قد نام النساء والصبيان  فخرج رسول ه   ف :  إنه ليس أحد من أهل الأرض يصلي هذه الصلاة غيركم  ولم يكن أحد يومئذ يصلي غير أهل المدينة   .,"['أبو اليمان', 'شعيب', 'الزهري', 'عروة بن الزبير', 'عائشة', 'عياش', 'عبد الأعلى', 'معمر', 'الزهري', 'عروة', 'عائشة']"
صحيح البخاري,819,    له رجل :  شهدت الخروج مع رسول ه    : نعم  ولولا مكاني منه ما شهدته يعني من صغره أتى العلم الذي عند دار كثير بن الصلت  ثم خطب  ثم أتى النساء فوعظهن وذكرهن وأمرهن أن يتصدقن  فجعلت المرأة تهوي بيدها إلى حلقها تلقي في ثوب بلال  ثم أتى هو وبلال البيت   .,"['عمرو بن ', 'يحيى', 'سفيان', 'عبد الرحمن بن عابس', 'ابن عباس']"
صحيح البخاري,820,  رضي ه ا  ت : أعتم رسول ه  بالعتمة حتى ناداه عمر نام النساء والصبيان  فخرج النبي   ف :  ما ينتظرها أحد غيركم من أهل الأرض  ولا ي يومئذ إلا بالمدينة  وكانوا يصلون العتمة فيما بين أن يغيب الشفق إلى ثلث يل الأول   .,"['أبو اليمان', 'شعيب', 'الزهري', 'عروة بن الزبير', 'عائشة']"
صحيح البخاري,821,   عن النبي  .,"['عبيد ه بن موسى', 'شعبة', 'الأعمش', 'حنظلة', 'مجاهد', 'سالم بن عبد ه', 'ابن عمر', 'ابن عمر']"
صحيح البخاري,822,  زوج النبي   أخبرتها  أن النساء في عهد رسول ه  كن إذا سلمن من المكتوبة قمن  وثبت رسول ه  ومن  من الرجال ما شاء ه  فإذا قام رسول ه  قام الرجال   .,"['عبد ه بن محمد', 'عثمان بن عمر', 'يونس', 'الزهري', 'هند بنت الحارث', 'أم سلمة']"
صحيح البخاري,823,   ت :  إن كان رسول ه  ليصلي الصبح  فينصرف النساء متلفعات بمروطهن ما يعرفن من الغلس   .,"['عبد ه بن مسلمة', 'مالك', 'عبد ه بن يوسف', 'مالك', 'يحيى بن سعيد', 'عمرة بنت عبد الرحمن', 'عائشة']"
صحيح البخاري,824,    :  رسول ه  :  إني لأقوم إلى الصلاة وأنا أريد أن أطول فيها  فأسمع بكاء الصبي فأتجوز في صلاتي كراهية أن أشق على أمه   .,"['محمد بن مسكين', 'بشر', 'الأوزاعي', 'يحيى بن أبي كثير', 'عبد ه بن أبي قتادة الأنصاري', 'أبيه']"
